Frame Number,time_relative,protocols,enb_ue_s1ap_id,cellidentity,mme_ue_s1ap_id,teid,IMSI
7854,75.916169000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7855,75.916193000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7856,75.916232000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7857,75.916255000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7858,75.916320000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7859,75.916341000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7860,75.916362000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7861,75.916383000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7862,75.916535000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7863,75.916545000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7864,75.916570000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7865,75.916593000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7866,75.917219000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7867,75.917244000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7868,75.917283000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7869,75.917317000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7870,75.917354000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7871,75.917376000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7872,75.917396000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7873,75.917417000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7874,75.917560000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7875,75.917594000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7876,75.917619000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7877,75.917636000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7878,75.917650000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7879,75.917672000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7880,75.917722000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
7881,75.917774000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7882,75.918113000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7883,75.918139000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7884,75.918170000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7885,75.918198000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7886,75.918226000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7887,75.918250000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7888,75.918271000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7889,75.918290000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7890,75.918572000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7891,75.918583000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7892,75.918609000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7893,75.918627000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7894,75.919248000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7895,75.919272000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7896,75.919321000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7897,75.919346000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7898,75.919385000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7899,75.919405000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7900,75.919428000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7901,75.919455000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7902,75.919534000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7903,75.919544000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7904,75.919579000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7905,75.919602000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7906,75.920270000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7907,75.920311000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7908,75.920344000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7909,75.920378000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7910,75.920557000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7911,75.920568000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7912,75.920570000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7913,75.920600000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7914,75.920624000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7915,75.920648000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7916,75.921137000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
7917,75.921162000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7918,75.921202000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7919,75.921223000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7920,75.921267000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7921,75.921286000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7922,75.921316000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7923,75.921340000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7924,75.921628000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7925,75.921674000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7926,75.922098000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7927,75.922122000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7928,75.922159000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7929,75.922181000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7930,75.922221000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7931,75.922239000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7932,75.922260000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7933,75.922280000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7934,75.922450000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7935,75.922474000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7936,75.922506000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7937,75.922512000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7938,75.922524000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7939,75.922551000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7940,75.922570000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7941,75.922582000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7942,75.923203000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7943,75.923227000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7944,75.923265000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7945,75.923286000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7946,75.923372000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
7947,75.923399000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7948,75.923435000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7949,75.923457000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7950,75.923574000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7951,75.923585000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7952,75.923612000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7953,75.923631000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7954,75.924154000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7955,75.924178000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7956,75.924218000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7957,75.924239000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7958,75.924303000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7959,75.924326000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7960,75.924348000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7961,75.924369000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7962,75.924697000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7963,75.924707000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7964,75.924732000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7965,75.924752000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7966,75.925174000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7967,75.925197000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7968,75.925242000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7969,75.925265000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7970,75.925319000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7971,75.925344000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7972,75.925379000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7973,75.925401000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7974,75.925564000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7975,75.925597000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7976,75.925636000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7977,75.925669000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7978,75.926208000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7979,75.926230000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7980,75.926267000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7981,75.926381000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7982,75.926565000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7983,75.926602000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7984,75.927105000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
7985,75.927119000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7986,75.927144000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7987,75.927166000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7988,75.927226000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7989,75.927252000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7990,75.927273000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7991,75.927304000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7992,75.927466000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7993,75.927500000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7994,75.927539000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7995,75.927572000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
7996,75.928268000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7997,75.928303000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
7998,75.928340000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
7999,75.928372000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8000,75.928408000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8001,75.928428000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8002,75.928454000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8003,75.928483000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8004,75.928556000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8005,75.928566000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8006,75.928568000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8007,75.928602000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8008,75.928625000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8009,75.928642000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8010,75.928689000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8011,75.928724000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8012,75.928764000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8013,75.928792000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8014,75.929205000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8015,75.929231000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8016,75.929265000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8017,75.929288000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8018,75.929337000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
8019,75.929358000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8020,75.929378000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8021,75.929399000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8022,75.929629000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8023,75.929639000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8024,75.929665000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8025,75.929683000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8026,75.930202000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8027,75.930226000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8028,75.930272000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8029,75.930302000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8030,75.930338000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8031,75.930358000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8032,75.930380000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8033,75.930402000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8034,75.930549000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8035,75.930559000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8036,75.930583000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8037,75.930602000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8038,75.931185000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8039,75.931199000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8040,75.931224000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8041,75.931245000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8042,75.931337000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8043,75.931358000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8044,75.931381000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8045,75.931421000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8046,75.931576000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8047,75.931586000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8048,75.931611000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8049,75.931630000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8050,75.932117000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8051,75.932144000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8052,75.932174000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
8053,75.932201000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8054,75.932610000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8055,75.932642000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8056,75.933175000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8057,75.933199000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8058,75.933241000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8059,75.933264000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8060,75.933304000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8061,75.933325000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8062,75.933379000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8063,75.933402000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8064,75.933550000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8065,75.933561000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8066,75.933586000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8067,75.933605000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8068,75.934183000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8069,75.934206000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8070,75.934250000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8071,75.934272000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8072,75.934323000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8073,75.934345000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8074,75.934366000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8075,75.934386000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8076,75.934547000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8077,75.934556000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8078,75.934581000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8079,75.934601000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8080,75.935173000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8081,75.935198000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8082,75.935223000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8083,75.935250000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8084,75.935330000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8085,75.935359000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8086,75.935362000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
8087,75.935377000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8088,75.935656000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8089,75.935667000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8090,75.935692000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8091,75.935712000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8092,75.936167000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8093,75.936190000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8094,75.936220000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8095,75.936243000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8096,75.936319000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8097,75.936347000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8098,75.936371000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8099,75.936392000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8100,75.936575000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8101,75.936586000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8102,75.936588000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8103,75.936613000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8104,75.936632000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8105,75.936648000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8106,75.937240000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8107,75.937272000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8108,75.937320000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8109,75.937343000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8110,75.937553000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8111,75.937563000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8112,75.937588000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8113,75.937605000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
8114,75.938094000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
8115,75.938120000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
8116,75.938165000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
